county_fips,county_nm,county_pop,total_bg_pop,pop_11,pop_12,pop_13,pop_21,pop_22,pop_23,pop_31,pop_32,pop_33,pop_41,pop_42,pop_43,urban_suburban_pop,rural_pop,urban_suburban_perc,rural_perc,metro_fips,metro_nm,city_name,city_pop,city_contains_small_urban,city_contains_mid_sized_urban,city_contains_large_urban,MSA_large_urban,MSA_mid_sized_urban,locale_type
6111,"Ventura County, California",829590,835879.9743,0.780292558,394925.6383,64553.25161,63344.70661,163425.1913,6139.468327,33147.48253,,,104001.0264,6206.681938,135.7469689,692389.0364,110343.4553,0.828335476,0.132008732,37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard city, California",198488,0,1,0,0,1,Mid-sized urban
6113,"Yolo County, California",220544,217781.9945,7.684206953,,51487.06312,0.264436841,,128450.4896,5602.07864,,,19905.76031,11998.99927,329.6548667,179945.5014,32234.41444,0.826264365,0.148012302,40900,"Sacramento-Roseville-Folsom, CA","Davis city, California",65832,1,0,0,1,0,Suburban
6115,"Yuba County, California",85722,83078.99822,,,0.008088348,,44546.881,,1568.697486,,,22506.22925,13311.14516,1146.03724,44546.88909,36963.41165,0.53619916,0.444918842,49700,"Yuba City, CA",,,,,,0,0,Small urban
8001,"Adams County, Colorado",533365,524407.9978,44782.60719,,57169.18546,368261.2677,,1691.599468,,,,40525.5057,10875.10483,1102.727398,471904.6599,52503.33792,0.899880745,0.100119255,19740,"Denver-Aurora-Centennial, CO","Thornton city, Colorado",144922,0,1,0,1,0,Suburban
8003,"Alamosa County, Colorado",16655,16514.99994,,,,,,,,,7002.965098,5468.408423,2669.625871,1374.000546,0,9512.034841,0,0.575963359,,,,,,,,0,0,Rural
8005,"Arapahoe County, Colorado",656061,655708.9886,320614.4518,109845.1334,,195875.3249,,,,,,19965.49731,7148.59002,2259.991134,626334.9101,29374.07847,0.955202569,0.044797431,19740,"Denver-Aurora-Centennial, CO","Aurora city, Colorado",395052,0,0,1,1,0,Large urban
8007,"Archuleta County, Colorado",14189,13729.99989,,,,,,,,,3184.817905,4023.817784,3144.82313,3376.541072,0,10545.18199,0,0.768039481,,,,,,,,0,0,Rural
8009,"Baca County, Colorado",3344,3460,,,,,,,,,,,,3460,0,3460,0,1,,,,,,,,0,0,Rural
8011,"Bent County, Colorado",5681,5524,,,,,,,,,,,87.03203492,5436.967965,0,5524,0,1,,,,,,,,0,0,Rural
8013,"Boulder County, Colorado",326831,328316.9967,,96913.84554,2.628657673,12251.0071,101065.9585,53766.03674,,,,54496.79899,9820.721204,,263999.4765,64317.5202,0.804099328,0.195900672,14500,"Boulder, CO","Boulder city, Colorado",105898,0,1,0,0,1,Mid-sized urban
8014,"Broomfield County, Colorado",76860,75109.99594,,,71108.22544,108.1120237,,4.232252515,,,,3889.426226,,,71220.56971,3889.426226,0.948216929,0.051783071,19740,"Denver-Aurora-Centennial, CO","Broomfield city, Colorado",76860,1,0,0,1,0,Suburban
8015,"Chaffee County, Colorado",20617,19875.99993,,,,,,,,,6589.614064,6240.067534,4655.296302,2391.022033,0,13286.38587,0,0.668463771,,,,,,,,0,0,Rural
8017,"Cheyenne County, Colorado",1727,1732,,,,,,,,,,,,1732,0,1732,0,1,,,,,,,,0,0,Rural
8019,"Clear Creek County, Colorado",9147,9358,,,,,,,,,,398.8146489,8581.859508,377.3258428,0,9358,0,1,19740,"Denver-Aurora-Centennial, CO",,,,,,1,0,Rural
8021,"Conejos County, Colorado",7521,7536,,,,,,,,,,,642.4244803,6893.57552,0,7536,0,1,,,,,,,,0,0,Rural
8023,"Costilla County, Colorado",3628,3571,,,,,,,,,,,33.55886025,3537.44114,0,3571,0,1,,,,,,,,0,0,Rural
